Date/Time (PST),Battery Voltage (v),Temperature (deg F),Relative Humidity (%),Wind Speed Minimum (mph),Wind Speed Average (mph),Wind Speed Maximum (mph),Wind Direction (deg.),"Precipitation ("")","24 hour snowfall ("")","Snow Depth ("")"
2017-12-06 16:00,13.61,39.95,19.38,0.942,9.72,23.69,88.3,0.0,5.393,32.15
2017-12-06 15:00,13.61,41.05,20.39,2.288,9.92,25.58,85.6,0.0,5.521,31.82
2017-12-06 14:00,13.61,40.32,21.87,2.659,13.21,28.27,89.1,0.0,5.454,31.82
2017-12-06 13:00,13.6,40.81,19.92,3.87,16.79,28.23,85.8,0.0,5.52,31.88
2017-12-06 12:00,13.6,39.6,18.31,8.88,19.26,33.45,82.6,0.0,5.454,32.07
2017-12-06 11:00,13.6,38.99,19.79,5.452,16.88,33.25,82.9,0.0,5.585,31.32
2017-12-06 10:00,13.63,38.03,22.35,5.049,13.72,28.68,94.5,0.0,5.514,31.32
2017-12-06 09:00,13.61,38.88,21.68,6.765,20.17,34.0,85.6,0.0,5.513,31.44
2017-12-06 08:00,13.6,37.67,20.8,7.98,19.46,34.4,88.0,0.0,5.646,31.44
2017-12-06 07:00,13.6,36.94,21.34,11.51,24.03,37.7,82.0,0.0,5.646,32.57
2017-12-06 06:00,13.61,36.82,23.49,1.683,17.01,35.58,90.0,0.0,5.646,33.43
2017-12-06 05:00,13.61,36.58,22.15,5.183,18.33,37.7,86.5,0.0,5.712,33.43
2017-12-06 04:00,13.6,37.43,20.06,5.183,19.85,36.96,85.2,0.0,5.646,33.7
2017-12-06 03:00,13.61,36.22,23.29,7.34,20.54,32.85,82.7,0.0,5.712,33.7
2017-12-06 02:00,13.6,36.1,22.48,9.96,23.54,36.01,85.3,0.0,5.712,33.9
2017-12-06 01:00,13.59,35.61,22.15,13.16,23.42,34.43,86.2,0.0,5.712,34.03
2017-12-06 00:00,13.61,34.28,19.99,14.47,23.87,34.33,84.5,0.0,5.844,34.03
2017-12-05 23:00,13.61,35.01,22.42,10.97,23.67,39.04,88.2,0.0,5.844,34.29
2017-12-05 22:00,13.59,34.52,28.88,10.23,23.21,36.42,85.8,0.0,5.977,34.29
2017-12-05 21:00,13.6,33.91,34.94,10.43,21.75,33.63,86.7,0.0,5.977,34.56
2017-12-05 20:00,13.61,34.64,41.13,11.31,21.85,39.92,86.6,0.0,5.844,34.82
2017-12-05 19:00,13.6,34.16,60.65,7.88,19.25,36.08,88.9,0.0,5.447,34.82
2017-12-05 18:00,13.59,33.07,59.1,6.361,15.41,27.6,81.2,0.0,5.646,34.76
2017-12-05 17:00,13.61,33.79,55.47,5.924,16.99,30.97,86.6,0.0,5.712,34.76
2017-12-05 16:00,13.59,34.04,53.45,6.765,16.21,26.96,82.1,0.0,5.579,35.49
2017-12-05 15:00,13.6,33.67,53.32,7.03,17.19,29.25,77.6,0.0,5.579,34.76
2017-12-05 14:00,13.61,34.28,48.67,5.217,13.34,22.96,88.8,0.0,5.182,34.76
2017-12-05 13:00,13.6,33.79,51.57,7.1,13.67,22.55,89.1,0.0,4.851,35.22
2017-12-05 12:00,13.6,34.16,46.65,2.188,11.68,23.8,79.9,0.0,4.519,35.74
2017-12-05 11:00,13.6,35.01,45.37,1.919,8.83,22.52,85.3,0.0,4.12,35.67
2017-12-05 10:00,13.59,33.94,42.76,-0.101,5.499,18.75,97.6,0.0,4.439,35.67
2017-12-05 09:00,13.6,28.85,62.69,-0.101,0.245,3.704,99.7,0.0,3.975,35.94
2017-12-05 08:00,13.6,26.79,69.09,-0.101,0.404,3.569,92.1,0.0,4.108,35.94
2017-12-05 07:00,13.6,26.91,65.66,-0.135,1.288,6.7,80.8,0.0,4.108,35.94
2017-12-05 06:00,13.6,27.76,62.09,-0.067,1.08,7.88,74.4,0.0,4.174,35.94
2017-12-05 05:00,13.61,26.67,73.0,-0.101,0.063,1.785,49.42,0.0,4.108,35.94
2017-12-05 04:00,13.6,29.7,65.05,-0.135,0.0,0.539,30.25,0.0,4.108,36.4
2017-12-05 03:00,13.59,30.06,68.01,-0.101,-0.004,0.269,26.4,0.0,4.108,36.33
2017-12-05 02:00,13.59,29.33,63.43,-0.101,-0.004,0.101,12.4,0.0,3.975,36.33
2017-12-05 01:00,13.59,28.73,65.52,-0.101,0.036,1.111,14.79,0.0,4.24,36.33
2017-12-05 00:00,13.6,28.61,62.49,-0.101,-0.005,0.101,5.219,0.0,3.975,36.33
2017-12-04 23:00,13.59,28.85,65.52,-0.067,0.018,1.549,11.94,0.0,4.174,36.6
2017-12-04 22:00,13.59,28.85,62.02,-0.101,0.003,0.707,357.8,0.0,4.174,36.6
2017-12-04 21:00,13.61,28.0,64.38,-0.101,0.088,1.684,53.36,0.0,3.975,36.6
2017-12-04 20:00,13.6,29.33,62.36,-0.067,2.253,8.86,5.804,0.0,4.108,36.73
2017-12-04 19:00,13.6,27.27,60.47,-0.067,0.096,2.256,39.27,0.0,3.975,36.8
2017-12-04 18:00,13.6,27.39,69.29,-0.101,0.1,2.525,17.42,0.0,3.975,36.8
2017-12-04 17:00,13.59,27.99,72.1,-0.101,0.098,4.006,62.97,0.0,3.846,36.65
2017-12-04 16:00,13.6,31.26,67.86,-0.135,0.016,1.01,60.93,0.0,3.786,36.44
2017-12-04 15:00,13.6,29.81,69.62,-0.135,-0.007,0.135,159.5,0.0,3.717,36.44
2017-12-04 14:00,13.6,29.81,72.0,-0.168,-0.016,0.168,180.0,0.0,3.781,36.49
2017-12-04 13:00,13.59,30.91,63.84,-0.168,-0.01,0.135,158.2,0.0,4.174,36.6
2017-12-04 12:00,13.6,30.06,69.76,-0.168,-0.01,0.135,178.7,0.0,4.174,36.6
2017-12-04 11:00,13.6,30.18,82.4,-0.101,-0.008,0.101,131.7,0.0,4.24,36.86
2017-12-04 10:00,13.59,26.55,73.9,-0.135,-0.006,0.269,92.9,0.0,4.302,36.97
2017-12-04 09:00,13.59,24.14,71.8,-0.101,0.363,6.568,52.11,0.0,4.293,37.25
2017-12-04 08:00,13.59,22.45,70.1,-0.101,0.051,1.987,55.93,0.0,4.558,37.11
2017-12-04 07:00,13.59,19.54,85.0,-0.101,0.18,4.412,47.12,0.0,4.492,37.11
2017-12-04 06:00,13.6,25.11,73.1,-0.067,3.633,20.95,31.57,0.0,4.691,37.11
2017-12-04 05:00,13.59,20.87,83.0,-0.067,1.053,25.73,74.9,0.0,4.492,37.11
2017-12-04 04:00,13.6,19.41,88.1,-0.034,6.401,15.22,2.267,0.0,4.293,37.31
2017-12-04 03:00,13.59,20.26,72.7,-0.034,11.28,19.1,349.1,0.0,4.492,37.51
2017-12-04 02:00,13.59,20.87,79.8,7.04,13.94,23.78,345.6,0.0,4.492,37.51
2017-12-04 01:00,13.6,18.93,91.4,8.18,16.85,28.22,341.1,0.0,4.492,37.71
2017-12-04 00:00,13.59,18.2,82.7,7.41,15.43,23.54,337.0,0.0,4.492,37.65
2017-12-03 23:00,13.59,18.81,94.7,7.01,15.16,23.24,339.3,0.0,3.896,37.64
2017-12-03 22:00,13.59,20.25,96.0,6.903,14.26,21.11,331.0,0.01,3.839,37.64
2017-12-03 21:00,13.58,21.46,96.0,1.583,13.26,21.62,331.6,0.02,3.444,37.64
2017-12-03 20:00,13.6,22.07,96.2,4.781,13.57,23.64,328.4,0.0,2.646,37.64
2017-12-03 19:00,13.6,21.82,93.9,7.44,14.54,22.86,322.1,0.04,3.379,37.45
2017-12-03 18:00,13.61,22.06,96.9,8.42,13.91,22.66,317.3,0.03,1.19,37.26
2017-12-03 17:00,13.6,21.58,97.1,7.91,14.28,22.53,318.7,0.02,2.252,37.06
2017-12-03 16:00,13.6,21.7,96.8,6.027,12.55,23.8,316.9,0.0,1.921,36.47
2017-12-03 15:00,13.6,22.79,94.2,2.593,13.39,21.08,316.7,0.01,2.65,36.47
2017-12-03 14:00,13.59,24.0,93.4,2.256,11.87,20.51,311.2,0.02,2.12,36.86
2017-12-03 13:00,13.59,24.12,93.6,2.626,10.75,18.35,315.3,0.01,2.186,36.73
2017-12-03 12:00,13.59,23.52,94.9,0.034,10.82,21.18,316.5,0.03,1.722,36.73
2017-12-03 11:00,13.6,23.76,92.5,3.872,13.04,21.95,322.2,0.03,1.921,36.27
2017-12-03 10:00,13.6,23.27,93.7,1.886,12.11,20.37,319.7,0.05,1.456,36.17
2017-12-03 09:00,13.58,22.19,94.3,4.613,11.69,20.84,319.9,0.04,1.717,36.17
2017-12-03 08:00,13.58,20.73,96.6,5.994,13.36,25.73,314.5,0.05,1.584,36.31
2017-12-03 07:00,13.6,21.22,96.8,7.11,15.22,26.26,311.6,0.04,1.189,36.17
2017-12-03 06:00,13.6,21.58,97.3,3.973,11.63,21.95,301.4,0.05,-0.007,35.91
2017-12-03 05:00,13.58,21.95,97.0,3.3,11.67,19.4,308.5,0.0,0.126,35.91
2017-12-03 04:00,13.59,21.7,96.7,6.397,13.11,20.71,311.5,0.01,7.55,35.86
2017-12-03 03:00,13.6,21.58,96.8,4.613,11.39,19.12,312.0,0.02,7.55,35.67
2017-12-03 02:00,13.59,21.58,96.6,3.03,9.04,16.77,308.2,0.01,7.42,35.34
2017-12-03 01:00,13.6,22.06,96.4,1.414,7.89,19.76,305.5,0.02,7.29,31.5
2017-12-03 00:00,13.59,23.15,97.6,1.919,7.13,14.81,293.1,0.06,7.02,31.5
2017-12-02 23:00,13.59,23.39,97.8,-0.034,4.732,14.21,293.2,0.06,6.229,31.1
2017-12-02 22:00,13.6,23.64,97.8,-0.202,2.042,8.11,293.9,0.06,5.831,31.1
2017-12-02 21:00,13.59,24.12,97.8,-0.067,0.641,4.478,287.3,0.07,5.301,31.3
2017-12-02 20:00,13.6,24.24,97.9,-0.034,1.523,6.734,292.8,0.06,4.506,32.22
2017-12-02 19:00,13.59,24.12,98.2,-0.034,2.202,7.88,292.3,0.03,3.975,32.22
2017-12-02 18:00,13.59,24.48,98.3,-0.034,2.777,10.77,288.1,0.03,3.71,31.69
2017-12-02 17:00,13.6,24.97,98.7,-0.101,1.74,8.82,288.0,0.03,3.313,30.5
2017-12-02 16:00,13.6,25.58,98.8,-0.101,1.639,8.62,281.5,0.05,3.047,30.5
2017-12-02 15:00,13.59,26.42,98.3,-0.168,0.872,7.1,273.9,0.04,2.716,29.11
2017-12-02 14:00,13.58,26.67,98.3,-0.135,0.153,3.03,263.6,0.03,2.385,29.11
2017-12-02 13:00,13.6,26.3,98.2,-0.135,0.982,10.1,255.2,0.02,1.987,26.13
2017-12-02 12:00,13.59,26.18,98.3,-0.067,0.685,5.219,226.2,0.0,1.987,26.13
2017-12-02 11:00,13.6,26.06,98.7,-0.101,0.823,6.633,233.8,0.06,1.987,24.4
2017-12-02 10:00,13.58,25.58,99.0,-0.135,0.308,4.141,245.9,0.01,1.324,24.4
2017-12-02 09:00,13.6,26.06,99.6,-0.101,0.116,3.03,261.7,0.0,1.324,25.99
2017-12-02 08:00,13.59,26.42,99.3,-0.101,0.423,6.397,272.4,0.03,1.324,25.99
2017-12-02 07:00,13.59,26.18,99.5,-0.101,0.787,4.545,273.3,0.0,1.125,28.45
2017-12-02 06:00,13.6,26.55,99.7,0.236,5.136,11.68,282.8,0.0,1.192,28.45
2017-12-02 05:00,13.6,26.67,100.0,1.515,4.945,11.28,283.0,0.02,1.192,28.45
2017-12-02 04:00,13.59,26.66,99.9,-0.034,4.403,11.11,282.3,0.03,1.061,28.45
2017-12-02 03:00,13.6,26.55,100.0,0.0,4.026,9.73,285.2,0.03,0.264,29.64
2017-12-02 02:00,13.59,26.67,99.9,0.269,4.289,11.18,287.4,0.01,0.661,29.64
2017-12-02 01:00,13.6,26.55,99.9,0.909,5.377,13.33,287.6,0.0,0.529,27.72
2017-12-02 00:00,13.59,26.3,99.9,2.256,6.165,12.9,292.7,0.03,0.33,27.72
2017-12-01 23:00,13.59,25.94,99.7,2.088,6.886,12.73,296.0,0.0,0.264,28.78
2017-12-01 22:00,13.6,25.33,98.6,1.852,8.18,15.19,301.0,0.0,0.131,29.11
2017-12-01 21:00,13.59,24.48,93.5,3.266,8.91,17.04,297.7,0.0,0.131,29.04
2017-12-01 20:00,13.59,24.61,91.5,3.67,8.41,20.81,300.0,0.0,0.131,29.04
2017-12-01 19:00,13.58,24.36,90.5,3.165,8.95,19.12,304.5,0.0,0.131,29.24
2017-12-01 18:00,13.59,24.85,91.0,0.0,6.618,16.16,301.3,0.0,0.131,29.24
2017-12-01 17:00,13.6,25.33,91.9,1.515,6.444,12.96,299.7,0.0,0.131,29.37
2017-12-01 16:00,13.59,27.15,95.9,1.549,6.995,14.68,300.9,0.0,0.131,29.37
2017-12-01 15:00,13.6,27.27,91.2,-0.067,7.06,16.83,302.5,0.0,0.133,29.2
2017-12-01 14:00,13.59,27.51,88.4,1.178,6.345,12.86,305.0,0.0,0.136,29.2
2017-12-01 13:00,13.6,28.0,87.1,-0.034,5.665,11.68,310.6,0.0,0.134,29.31
2017-12-01 12:00,13.6,27.88,88.7,-0.067,2.544,9.63,308.0,0.0,0.131,29.31
2017-12-01 11:00,13.59,27.03,87.3,-0.168,2.809,8.25,310.7,0.0,0.131,29.31
2017-12-01 10:00,13.6,25.94,92.9,-0.101,0.629,3.064,310.3,0.0,0.065,29.64
2017-12-01 09:00,13.6,23.76,94.3,-0.101,0.591,3.199,312.9,0.0,0.128,29.95
2017-12-01 08:00,13.59,22.43,95.8,-0.067,1.897,5.051,311.0,0.0,2.118,29.84
2017-12-01 07:00,13.6,22.42,97.2,0.0,2.984,7.71,310.9,0.0,2.12,29.84
2017-12-01 06:00,13.58,23.03,97.6,0.64,3.973,9.7,305.8,0.0,1.921,29.84
2017-12-01 05:00,13.59,24.12,97.9,2.559,6.497,14.51,308.7,0.0,1.987,29.84
2017-12-01 04:00,13.59,24.73,98.6,1.953,7.8,13.77,306.2,0.0,2.12,29.71
2017-12-01 03:00,13.6,25.21,98.7,1.886,6.617,17.24,307.0,0.0,1.987,29.71
2017-12-01 02:00,13.6,25.94,99.3,2.357,7.54,17.78,302.6,0.0,1.987,29.9
2017-12-01 01:00,13.59,26.55,99.7,3.535,8.15,14.58,302.2,0.0,2.12,28.39
2017-12-01 00:00,13.61,27.15,100.0,4.343,9.87,20.7,312.8,0.02,1.989,28.39
2017-11-30 23:00,13.6,27.27,99.9,4.309,10.6,18.11,306.7,0.0,1.461,29.4
2017-11-30 22:00,13.6,28.23,100.0,3.467,10.59,17.47,304.9,0.01,1.929,29.42
2017-11-30 21:00,13.6,29.07,100.0,3.299,11.02,18.92,304.9,0.02,1.734,29.71
2017-11-30 20:00,13.59,30.04,100.0,4.813,9.1,18.14,296.9,0.01,1.737,25.75
2017-11-30 19:00,13.6,30.16,100.0,2.962,6.29,12.12,296.7,0.05,1.472,25.75
2017-11-30 18:00,13.61,30.28,100.0,2.39,6.431,12.49,295.9,0.04,1.404,29.36
2017-11-30 17:00,13.6,29.8,100.0,0.539,6.48,13.23,301.4,0.05,1.333,29.36
2017-11-30 16:00,13.59,29.93,100.0,1.683,6.799,13.7,301.6,0.01,1.133,29.53
2017-11-30 15:00,13.6,28.72,100.0,0.943,6.477,13.9,300.0,0.05,1.063,24.16
2017-11-30 14:00,13.6,27.51,99.0,0.0,7.69,16.97,307.7,0.06,0.466,24.16
2017-11-30 13:00,13.6,26.9,95.3,2.323,9.39,22.22,305.0,0.04,0.537,22.14
2017-11-30 12:00,13.61,28.23,90.1,4.713,10.08,18.18,309.9,0.0,0.274,22.14
2017-11-30 11:00,13.59,29.81,83.3,2.525,7.53,15.72,307.1,0.0,0.139,27.43
2017-11-30 10:00,13.6,28.11,87.7,1.279,6.561,12.83,297.3,0.0,0.139,27.89
2017-11-30 09:00,13.6,29.32,56.69,1.582,7.81,14.81,309.0,0.0,0.139,28.35
2017-11-30 08:00,13.59,29.32,65.44,0.067,7.31,17.57,307.6,0.0,0.138,28.35
2017-11-30 07:00,13.59,29.21,65.65,4.444,9.29,18.42,317.7,0.0,8.48,28.46
2017-11-30 06:00,13.6,28.72,56.42,2.626,8.82,14.54,314.5,0.0,8.62,28.42
2017-11-30 05:00,13.6,29.2,61.94,4.915,8.74,14.81,315.8,0.0,8.69,28.42
2017-11-30 04:00,13.59,29.44,61.2,0.842,5.05,10.81,325.5,0.0,8.69,28.81
2017-11-30 03:00,13.61,29.82,62.9,0.202,3.151,7.04,338.6,0.0,8.75,29.04
2017-11-30 02:00,13.59,30.18,62.36,0.404,2.198,5.724,343.6,0.0,8.81,28.92
2017-11-30 01:00,13.59,28.85,68.15,-0.067,0.388,2.66,355.6,0.0,8.81,28.92
2017-11-30 00:00,13.6,29.81,71.4,-0.101,-0.009,0.067,20.07,0.0,8.82,28.78
2017-11-29 23:00,13.6,28.97,76.5,-0.101,-0.006,0.067,32.78,0.0,8.81,28.78
2017-11-29 22:00,13.59,28.12,82.8,-0.067,-0.006,0.067,39.29,0.0,8.88,28.91
2017-11-29 21:00,13.59,27.27,89.4,-0.101,0.702,6.195,55.56,0.0,8.88,29.18
2017-11-29 20:00,13.59,26.3,91.9,-0.067,2.117,6.532,77.0,0.0,9.01,29.18
2017-11-29 19:00,13.62,25.09,89.4,-0.067,1.16,4.949,74.0,0.0,9.01,29.31
2017-11-29 18:00,13.6,24.73,91.9,-0.101,0.479,4.68,72.4,0.0,9.15,29.31
2017-11-29 17:00,13.6,24.36,94.0,-0.101,0.234,2.256,76.6,0.0,9.21,29.46
2017-11-29 16:00,13.59,25.21,95.1,-0.101,0.476,3.131,80.0,0.0,9.08,29.15
2017-11-29 15:00,13.6,27.26,97.0,-0.067,0.064,1.448,85.4,0.0,9.08,29.15
2017-11-29 14:00,13.59,28.72,98.6,-0.067,0.007,0.842,107.0,0.0,9.08,29.21
2017-11-29 13:00,13.59,27.76,97.5,-0.067,0.552,3.165,81.6,0.0,9.15,29.18
2017-11-29 12:00,13.59,28.0,98.9,-0.067,0.037,1.549,90.8,0.0,9.15,29.18
2017-11-29 11:00,13.6,27.27,98.9,-0.067,0.394,3.704,82.8,0.0,9.15,29.71
2017-11-29 10:00,13.6,25.82,98.7,-0.067,0.013,0.741,92.6,0.0,9.41,258.7
2017-11-29 09:00,13.59,24.97,99.4,-0.067,-0.001,0.64,268.9,0.0,9.41,258.7
2017-11-29 08:00,13.6,24.12,99.2,-0.067,0.049,1.212,296.8,0.05,9.41,259.5
2017-11-29 07:00,13.59,24.0,99.0,-0.067,5.264,19.76,291.7,0.03,9.48,29.57
2017-11-29 06:00,13.59,23.88,99.1,4.141,9.96,16.23,315.9,0.01,9.48,29.24
2017-11-29 05:00,13.59,24.48,99.4,1.717,7.89,15.12,305.6,0.03,9.61,29.24
2017-11-29 04:00,13.59,24.48,99.4,2.02,5.931,13.0,288.6,0.03,9.28,29.9
2017-11-29 03:00,13.6,24.0,99.3,1.38,8.45,18.48,289.4,0.03,9.41,29.9
2017-11-29 02:00,13.6,24.12,99.2,4.007,9.22,22.83,289.0,0.03,9.28,29.64
2017-11-29 01:00,13.59,24.48,99.4,4.411,10.34,20.34,288.8,0.02,9.21,27.52
2017-11-29 00:00,13.59,24.0,99.3,4.781,11.94,25.15,291.2,0.01,8.88,27.52
2017-11-28 23:00,13.6,24.24,99.3,4.613,10.93,19.66,286.7,0.03,8.81,29.51
2017-11-28 22:00,13.58,24.12,99.2,4.949,10.76,23.3,282.7,0.06,8.81,29.31
2017-11-28 21:00,13.6,23.76,99.2,5.455,10.32,24.28,276.5,0.09,8.48,28.31
2017-11-28 20:00,13.6,23.88,99.3,3.333,8.8,17.78,283.3,0.06,7.95,27.32
2017-11-28 19:00,13.58,23.76,99.3,3.569,8.78,20.94,281.4,0.09,7.29,26.86
2017-11-28 18:00,13.59,24.0,99.2,3.805,8.84,17.21,282.5,0.06,6.494,26.86
2017-11-28 17:00,13.6,23.88,99.2,5.185,11.47,22.32,292.7,0.08,6.361,26.67
2017-11-28 16:00,13.6,24.6,99.4,5.453,13.89,26.22,302.7,0.19,5.635,24.48
2017-11-28 15:00,13.6,26.65,100.0,4.241,10.44,29.49,285.7,0.12,3.789,20.51
2017-11-28 14:00,13.59,29.19,100.0,3.332,7.75,15.72,283.7,0.12,2.267,20.51
2017-11-28 13:00,13.59,30.52,100.0,2.76,7.51,14.24,288.4,0.05,1.604,20.91
2017-11-28 12:00,13.59,31.38,100.0,-0.034,5.049,13.6,289.5,0.03,1.136,21.55
2017-11-28 11:00,13.59,29.08,100.0,-0.034,2.967,10.3,290.3,0.07,1.066,19.64
2017-11-28 10:00,13.59,28.48,98.4,-0.101,1.153,13.13,290.4,0.02,0.73,19.64
2017-11-28 09:00,13.59,27.15,91.1,-0.067,0.586,9.93,332.9,0.0,0.463,21.35
2017-11-28 08:00,13.6,25.45,93.2,-0.067,0.698,9.56,319.0,0.0,0.529,22.15
2017-11-28 07:00,13.59,24.12,95.2,-0.101,0.493,5.589,303.1,0.0,0.529,22.15
2017-11-28 06:00,13.59,24.24,94.8,-0.101,3.133,9.73,338.1,0.0,0.529,22.48
2017-11-28 05:00,13.58,23.03,96.6,0.0,2.054,5.993,325.4,0.0,0.529,22.75
2017-11-28 04:00,13.6,22.42,95.1,-0.067,2.965,8.59,329.8,0.0,0.529,22.81
2017-11-28 03:00,13.59,22.42,96.8,0.471,4.558,10.98,328.5,0.0,0.595,22.81
2017-11-28 02:00,13.6,22.42,97.4,0.034,2.173,5.657,336.3,0.0,0.396,22.81
2017-11-28 01:00,13.58,22.06,97.1,-0.067,1.606,5.556,336.2,0.0,0.462,22.6
2017-11-28 00:00,13.59,21.34,97.4,1.145,3.772,8.42,337.1,0.0,0.527,22.6
2017-11-27 23:00,13.6,20.74,96.6,-0.034,5.034,10.47,339.7,0.0,0.456,22.71
2017-11-27 22:00,13.6,20.97,97.2,2.626,5.199,8.65,329.5,0.0,0.527,22.47
2017-11-27 21:00,13.6,20.73,97.5,0.0,4.871,9.29,323.4,0.0,0.395,22.47
2017-11-27 20:00,13.6,22.42,98.5,2.054,6.159,12.39,319.2,0.0,0.529,22.55
2017-11-27 19:00,13.58,22.3,98.5,2.088,6.937,14.48,309.4,0.0,0.529,22.55
2017-11-27 18:00,13.59,22.67,98.6,2.559,8.36,15.99,305.0,0.0,0.529,21.42
2017-11-27 17:00,13.6,22.55,98.7,5.589,10.28,16.73,315.4,0.0,0.463,21.42
2017-11-27 16:00,13.59,24.97,99.3,2.525,9.14,15.66,307.4,0.0,0.529,22.08
2017-11-27 15:00,13.59,26.18,100.0,1.246,7.26,15.82,297.6,0.01,0.529,21.88
2017-11-27 14:00,13.59,27.27,100.0,2.189,6.577,12.73,298.1,0.0,0.463,21.88
2017-11-27 13:00,13.59,26.06,100.0,0.135,5.839,12.9,299.9,0.06,0.33,22.15
2017-11-27 12:00,13.59,26.91,100.0,2.29,8.34,15.82,309.4,0.02,0.33,19.43
2017-11-27 11:00,13.59,24.85,99.5,1.178,8.18,17.41,310.6,0.01,0.264,17.91
2017-11-27 10:00,13.59,26.18,100.0,0.741,6.746,19.39,301.1,0.02,0.131,17.91
2017-11-27 09:00,13.59,25.58,99.8,0.0,6.384,13.27,299.9,0.01,3.71,22.08
2017-11-27 08:00,13.59,24.85,99.7,0.0,7.22,18.65,303.3,0.02,3.511,22.41
2017-11-27 07:00,13.59,25.33,99.8,0.0,7.01,15.79,303.0,0.03,3.379,22.02
2017-11-27 06:00,13.6,25.33,99.9,0.471,5.654,13.3,305.3,0.01,3.18,22.02
2017-11-27 05:00,13.59,25.09,99.8,0.673,7.41,13.4,308.7,0.0,3.047,21.75
2017-11-27 04:00,13.59,25.21,99.9,1.751,8.51,17.27,308.4,0.0,3.047,21.75
2017-11-27 03:00,13.6,25.45,100.0,3.737,9.08,17.07,313.4,0.0,3.114,21.62
2017-11-27 02:00,13.59,25.45,100.0,2.256,8.2,17.1,314.7,0.0,2.915,20.16
2017-11-27 01:00,13.59,25.45,100.0,0.673,9.49,18.01,311.1,0.0,1.921,19.83
2017-11-27 00:00,13.61,26.06,100.0,2.424,9.41,17.51,311.1,0.02,1.589,19.83
2017-11-26 23:00,13.59,26.42,100.0,2.323,8.03,18.01,309.4,0.0,2.782,20.69
2017-11-26 22:00,13.6,26.18,100.0,3.199,9.51,17.71,311.9,0.0,2.65,20.97
2017-11-26 21:00,13.59,26.3,100.0,2.896,10.54,21.85,309.3,0.01,2.453,20.97
2017-11-26 20:00,13.59,27.03,100.0,3.165,9.01,16.6,298.1,0.02,2.52,21.06
2017-11-26 19:00,13.6,27.5,100.0,4.107,9.94,19.69,299.4,0.01,2.524,21.06
2017-11-26 18:00,13.6,27.99,100.0,3.838,10.89,22.62,299.0,0.02,2.392,21.13
2017-11-26 17:00,13.59,28.11,100.0,6.598,13.18,25.55,297.7,0.03,2.392,18.99
2017-11-26 16:00,13.59,28.34,100.0,5.89,10.54,19.66,293.8,0.1,1.737,16.87
