Date/Time (PST),Battery Voltage (v),Temperature (deg F),Relative Humidity (%),"Precipitation ("")","24 hour snowfall ("")","Snow Depth ("")",Barometric Pressure (mb)
2016-12-29 02:00,13.9,27.1,92.5,0.0,0.284,79.13,1020.938
2016-12-29 01:00,13.91,25.76,92.6,0.0,0.277,79.43,1021.385
2016-12-29 00:00,13.9,24.91,93.9,0.0,0.281,79.38,1021.917
2016-12-28 23:00,13.9,24.78,93.4,0.0,0.215,79.38,1022.301
2016-12-28 22:00,13.9,25.15,90.8,0.0,0.279,79.77,1022.327
2016-12-28 21:00,13.92,24.67,92.4,0.0,0.275,79.76,1022.346
2016-12-28 20:00,13.93,23.58,92.9,0.0,0.336,79.93,1022.5
2016-12-28 19:00,13.94,23.34,92.0,0.0,0.335,79.93,1022.375
2016-12-28 18:00,13.94,22.48,91.5,0.0,0.335,80.1,1021.968
2016-12-28 17:00,13.94,21.26,91.7,0.0,0.335,80.3,1022.646
2016-12-28 16:00,13.9,21.25,92.0,0.0,0.341,80.3,1022.618
2016-12-28 15:00,13.87,22.46,92.0,0.01,0.214,80.2,1022.715
2016-12-28 14:00,13.85,24.53,92.8,0.0,0.218,80.1,1023.107
2016-12-28 13:00,13.84,25.75,90.7,0.04,0.218,79.93,1023.378
2016-12-28 12:00,13.85,25.75,86.8,0.14,0.084,80.1,1023.92
2016-12-28 11:00,13.87,24.41,91.8,0.05,0.217,80.1,1024.328
2016-12-28 10:00,14.01,20.17,93.2,0.0,0.194,80.6,1023.907
2016-12-28 09:00,14.03,18.35,92.8,0.0,0.32,81.1,1023.542
2016-12-28 08:00,14.03,15.54,92.2,0.0,0.253,81.1,1022.863
2016-12-28 07:00,13.99,16.75,92.6,0.0,0.335,81.1,1022.239
2016-12-28 06:00,13.96,21.02,93.8,0.0,0.202,81.5,1021.426
2016-12-28 05:00,13.96,20.77,93.9,0.01,0.335,81.7,1021.426
2016-12-28 04:00,13.94,21.26,94.3,0.04,17.88,81.9,1021.426
2016-12-28 03:00,13.94,22.12,94.7,0.08,17.21,81.0,1020.883
2016-12-28 02:00,13.95,21.87,94.5,0.05,16.81,80.9,1020.477
2016-12-28 01:00,13.95,21.26,94.5,0.03,16.68,79.59,1019.799
2016-12-28 00:00,13.94,21.63,94.4,0.01,46.03,78.99,1019.256
2016-12-27 23:00,13.94,21.51,94.2,0.01,46.03,80.9,1018.85
2016-12-27 22:00,13.94,21.26,94.3,0.05,16.75,80.9,1018.036
2016-12-27 21:00,13.94,20.89,94.2,0.0,16.55,80.7,1017.358
2016-12-27 20:00,13.94,20.65,94.0,0.01,16.08,80.7,1016.544
2016-12-27 19:00,13.93,21.38,94.4,0.08,16.41,80.9,1016.002
2016-12-27 18:00,13.92,22.72,95.0,0.14,15.15,77.68,1015.436
2016-12-27 17:00,13.91,24.06,95.7,0.15,14.02,79.56,1014.742
2016-12-27 16:00,13.91,23.93,95.5,0.16,13.08,78.69,1013.929
2016-12-27 15:00,13.91,23.2,95.2,0.13,11.02,77.23,1013.793
2016-12-27 14:00,13.9,23.08,95.0,0.08,9.88,76.42,1013.794
2016-12-27 13:00,13.9,23.2,94.8,0.08,9.55,76.03,1013.657
2016-12-27 12:00,13.89,22.59,94.6,0.1,9.35,75.64,1013.515
2016-12-27 11:00,13.88,25.14,95.8,0.16,6.887,75.13,1012.399
2016-12-27 10:00,13.88,25.02,95.8,0.05,4.017,73.72,1012.676
2016-12-27 09:00,13.87,24.29,95.7,0.09,5.019,73.33,1011.992
2016-12-27 08:00,13.86,25.63,96.1,0.11,4.419,73.19,1011.043
2016-12-27 07:00,13.85,26.73,96.5,0.15,3.085,72.06,1011.043
2016-12-27 06:00,13.84,27.34,96.6,0.17,1.685,70.66,1010.908
2016-12-27 05:00,13.84,28.44,96.9,0.18,0.684,70.19,1010.637
2016-12-27 04:00,13.85,28.44,97.0,0.14,7.153,69.73,1011.179
2016-12-27 03:00,13.85,27.83,96.8,0.15,6.42,68.93,1011.314
2016-12-27 02:00,13.86,27.58,96.6,0.14,5.686,68.26,1011.992
2016-12-27 01:00,13.86,27.95,96.7,0.1,5.219,67.73,1012.805
2016-12-27 00:00,13.87,27.1,96.3,0.1,4.619,67.19,1013.754
2016-12-26 23:00,13.89,26.85,95.8,0.12,3.752,66.46,1014.432
2016-12-26 22:00,13.9,26.13,95.0,0.08,2.678,65.09,1014.877
2016-12-26 21:00,13.92,24.55,92.9,0.05,1.872,64.99,1015.435
2016-12-26 20:00,13.93,22.97,91.9,0.02,1.203,64.32,1015.867
2016-12-26 19:00,13.93,21.26,86.7,0.0,0.537,64.06,1016.264
2016-12-26 18:00,13.91,23.44,73.61,0.0,0.215,63.91,1016.887
2016-12-26 17:00,13.89,26.49,46.15,0.0,0.218,63.72,1017.414
2016-12-26 16:00,13.87,27.46,34.16,0.0,0.284,63.86,1017.55
2016-12-26 15:00,13.87,27.95,30.29,0.0,0.151,63.59,1016.736
2016-12-26 14:00,13.87,28.32,33.21,0.0,0.151,63.86,1017.414
2016-12-26 13:00,13.87,28.32,37.75,0.0,0.218,63.59,1017.414
2016-12-26 12:00,13.87,27.83,57.27,0.0,0.218,63.66,1018.363
2016-12-26 11:00,13.89,26.85,63.98,0.0,0.218,63.52,1018.227
2016-12-26 10:00,13.95,25.29,61.76,0.0,0.202,64.05,1018.307
2016-12-26 09:00,13.98,22.73,63.86,0.0,0.202,64.11,1017.901
2016-12-26 08:00,14.01,23.58,37.97,0.0,0.269,64.72,1017.494
2016-12-26 07:00,14.03,18.35,60.49,0.0,0.253,64.24,1017.568
2016-12-26 06:00,14.02,18.21,60.54,0.0,0.199,64.1,1016.958
2016-12-26 05:00,14.02,21.27,48.07,0.0,0.333,64.64,1016.291
2016-12-26 04:00,14.01,20.16,42.37,0.0,0.335,64.85,1016.41
2016-12-26 03:00,14.01,20.53,41.02,0.0,0.335,64.58,1016.284
2016-12-26 02:00,14.01,19.19,57.49,0.0,0.202,64.25,1016.002
2016-12-26 01:00,14.0,19.19,82.3,0.0,0.269,64.65,1015.731
2016-12-26 00:00,14.0,20.77,78.1,0.0,0.335,64.72,1015.595
2016-12-25 23:00,14.01,20.65,78.98,0.0,0.135,64.72,1015.324
2016-12-25 22:00,14.01,21.02,78.78,0.0,0.335,64.85,1014.788
2016-12-25 21:00,14.04,19.21,84.1,0.0,0.32,65.04,1014.454
2016-12-25 20:00,14.04,17.13,87.4,0.0,0.32,64.91,1014.182
2016-12-25 19:00,14.05,17.25,91.3,0.0,0.32,65.11,1014.047
2016-12-25 18:00,14.04,15.18,81.9,0.0,0.253,64.64,1013.776
2016-12-25 17:00,14.01,16.75,82.5,0.0,0.328,65.21,1013.864
2016-12-25 16:00,13.97,19.8,77.83,0.0,0.202,64.85,1013.155
2016-12-25 15:00,13.94,21.26,72.47,0.0,0.335,64.78,1012.883
2016-12-25 14:00,13.94,22.97,78.1,0.0,0.202,64.65,1012.335
2016-12-25 13:00,13.96,23.21,82.9,0.0,0.202,64.45,1011.799
2016-12-25 12:00,13.99,21.26,86.7,0.0,0.135,64.38,1011.799
2016-12-25 11:00,14.02,20.29,85.0,0.0,0.199,64.83,1011.953
2016-12-25 10:00,14.08,18.47,88.6,0.0,0.253,65.11,1011.877
2016-12-25 09:00,14.13,15.69,93.2,0.0,0.104,65.3,1011.276
2016-12-25 08:00,14.14,12.51,74.42,0.0,0.371,65.43,1010.598
2016-12-25 07:00,14.14,12.63,72.52,0.0,0.237,65.23,1010.055
2016-12-25 06:00,14.13,13.0,75.98,0.0,0.237,65.43,1009.919
2016-12-25 05:00,14.13,13.36,76.46,0.0,0.304,65.5,1009.512
2016-12-25 04:00,14.13,13.49,71.51,0.0,0.237,65.43,1009.377
2016-12-25 03:00,14.13,13.12,77.41,0.0,0.237,65.43,1009.241
2016-12-25 02:00,14.13,13.12,77.54,0.0,0.237,65.63,1008.969
2016-12-25 01:00,14.13,13.36,76.12,0.0,0.371,65.57,1008.698
2016-12-25 00:00,14.12,13.49,81.8,0.0,0.304,65.83,1008.698
2016-12-24 23:00,14.12,13.12,79.65,0.0,0.304,65.63,1008.562
2016-12-24 22:00,14.11,13.48,80.1,0.0,0.24,65.84,1008.408
2016-12-24 21:00,14.09,13.11,80.7,0.0,0.248,65.61,1008.1
2016-12-24 20:00,14.08,14.32,80.4,0.0,0.253,66.11,1007.943
2016-12-24 19:00,14.06,13.35,81.6,0.0,0.253,66.04,1007.672
2016-12-24 18:00,14.03,15.54,87.6,0.0,0.32,65.97,1007.536
2016-12-24 17:00,14.01,16.88,83.7,0.0,0.131,65.56,1007.489
2016-12-24 16:00,13.97,18.09,82.0,0.0,0.269,65.92,1006.782
2016-12-24 15:00,13.94,21.63,72.68,0.0,0.202,65.92,1006.646
2016-12-24 14:00,13.92,23.45,46.03,0.0,0.209,65.95,1006.203
2016-12-24 13:00,13.92,23.45,73.82,0.0,0.277,65.42,1006.066
2016-12-24 12:00,13.92,22.72,81.2,0.0,0.142,65.48,1006.482
2016-12-24 11:00,13.93,23.45,80.9,0.0,0.202,65.38,1006.5
2016-12-24 10:00,14.03,21.04,79.69,0.0,0.186,66.17,1006.853
2016-12-24 09:00,14.07,20.31,78.6,0.0,0.253,66.24,1006.18
2016-12-24 08:00,14.07,14.45,87.6,0.0,0.32,66.37,1005.773
2016-12-24 07:00,14.05,15.18,86.7,0.0,0.32,66.24,1004.959
2016-12-24 06:00,14.03,14.45,85.2,0.0,0.253,65.91,1004.823
2016-12-24 05:00,13.99,18.94,79.39,0.0,0.202,65.92,1004.477
2016-12-24 04:00,13.98,20.16,77.15,0.0,1.803,65.98,1004.206
2016-12-24 03:00,13.98,21.26,63.93,0.0,2.003,66.72,1004.341
2016-12-24 02:00,13.97,19.31,76.47,0.0,2.003,66.12,1003.799
2016-12-24 01:00,13.97,20.65,79.19,0.0,1.87,66.45,1003.663
2016-12-24 00:00,13.96,20.16,92.6,0.0,1.803,66.12,1003.392
2016-12-23 23:00,13.94,21.38,80.0,0.0,1.803,66.18,1003.121
2016-12-23 22:00,13.94,21.75,84.0,0.0,1.87,65.98,1002.578
2016-12-23 21:00,13.92,21.99,94.4,0.0,1.87,66.25,1002.307
2016-12-23 20:00,13.92,22.72,90.3,0.0,1.87,66.45,1001.753
2016-12-23 19:00,13.91,23.33,77.55,0.0,1.872,66.86,1001.611
2016-12-23 18:00,13.9,22.96,93.3,0.0,1.877,66.75,1000.914
2016-12-23 17:00,13.89,24.06,82.0,0.0,1.877,66.49,1000.914
2016-12-23 16:00,13.87,24.17,90.3,0.0,1.885,66.92,1000.336
2016-12-23 15:00,13.86,25.27,78.96,0.0,1.885,66.99,999.6572
2016-12-23 14:00,13.85,26.12,78.62,0.0,1.885,66.99,999.6572
2016-12-23 13:00,13.83,26.97,85.9,0.01,1.752,66.79,999.5216
2016-12-23 12:00,13.83,27.95,91.2,0.01,1.685,66.93,999.7927
2016-12-23 11:00,13.82,28.56,90.3,0.08,1.618,66.73,1000.064
2016-12-23 10:00,13.82,29.66,93.4,0.06,0.885,69.32,1000.064
2016-12-23 09:00,13.83,28.93,95.6,0.02,0.284,65.19,999.6572
2016-12-23 08:00,13.83,28.56,95.6,0.01,0.418,65.19,999.2505
2016-12-23 07:00,13.84,28.8,95.7,0.0,0.284,65.52,999.115
2016-12-23 06:00,13.84,28.8,95.5,0.01,0.218,65.52,999.2505
2016-12-23 05:00,13.85,27.58,95.0,0.05,1.752,64.79,999.6572
2016-12-23 04:00,13.85,27.58,95.2,0.06,0.284,64.19,999.7927
2016-12-23 03:00,13.85,27.1,92.3,0.05,1.085,64.59,1001.013
2016-12-23 02:00,13.84,27.46,88.8,0.01,0.551,64.12,1001.69
2016-12-23 01:00,13.84,28.32,81.5,0.0,0.418,64.26,1002.504
2016-12-23 00:00,13.83,28.07,81.5,0.0,0.284,64.06,1003.588
2016-12-22 23:00,13.82,30.27,59.78,0.0,0.284,64.12,1004.939
2016-12-22 22:00,13.81,31.49,44.86,0.0,0.286,64.13,1005.478
2016-12-22 21:00,13.81,30.99,48.93,0.0,0.289,64.28,1006.554
2016-12-22 20:00,13.8,32.2,34.49,0.0,0.298,64.59,1006.918
2016-12-22 19:00,13.8,32.93,34.35,0.0,0.295,64.58,1007.459
2016-12-22 18:00,13.8,32.81,31.37,0.0,0.297,64.59,1008.003
2016-12-22 17:00,13.8,32.69,34.42,0.0,0.298,64.72,1008.411
2016-12-22 16:00,13.79,33.17,29.27,0.0,0.297,64.58,1008.946
2016-12-22 15:00,13.77,34.15,26.29,0.0,0.298,64.72,1009.215
2016-12-22 14:00,13.76,34.63,24.19,0.0,0.3,64.67,1009.611
2016-12-22 13:00,13.75,36.34,21.88,0.0,0.3,64.53,1010.017
2016-12-22 12:00,13.75,37.2,20.12,0.0,0.3,64.73,1010.559
2016-12-22 11:00,13.73,37.2,21.41,0.0,0.3,64.47,1011.372
2016-12-22 10:00,13.8,35.98,23.58,0.0,0.164,65.06,1011.649
2016-12-22 09:00,13.81,34.76,20.67,0.0,0.294,65.24,1011.665
2016-12-22 08:00,13.83,33.8,24.6,0.0,0.485,65.79,1011.986
2016-12-22 07:00,13.8,33.05,32.72,0.0,0.165,65.19,1012.331
2016-12-22 06:00,13.8,35.37,31.71,0.0,0.432,65.6,1013.007
2016-12-22 05:00,13.82,35.38,30.83,0.0,0.291,65.56,1013.435
2016-12-22 04:00,13.82,33.44,41.41,0.0,0.284,65.52,1014.698
2016-12-22 03:00,13.83,32.83,39.58,0.0,0.285,65.8,1015.509
2016-12-22 02:00,13.83,33.68,40.87,0.0,0.285,65.53,1016.045
2016-12-22 01:00,13.84,33.19,36.05,0.0,0.418,65.46,1016.731
2016-12-22 00:00,13.86,33.32,35.92,0.0,0.284,65.19,1017.414
2016-12-21 23:00,13.87,31.98,42.49,0.0,0.418,65.39,1018.363
2016-12-21 22:00,13.89,31.62,47.72,0.0,0.413,65.83,1018.802
2016-12-21 21:00,13.92,27.85,57.9,0.0,0.536,65.99,1019.113
2016-12-21 20:00,13.9,25.16,62.97,0.0,0.543,66.22,1019.623
2016-12-21 19:00,13.89,26.61,63.37,0.0,0.41,66.36,1020.014
2016-12-21 18:00,13.86,27.71,61.61,0.0,0.484,66.26,1020.396
2016-12-21 17:00,13.85,29.66,56.12,0.0,0.418,60.0,1020.667
2016-12-21 16:00,13.83,29.41,66.15,0.0,0.418,36.0,1021.209
2016-12-21 15:00,13.82,31.0,71.43,0.0,0.418,12.0,1021.616
2016-12-21 14:00,13.8,32.32,61.92,0.0,0.299,66.13,1022.079
2016-12-21 13:00,13.8,32.93,51.49,0.0,0.295,65.51,1022.64
2016-12-21 12:00,13.8,34.52,38.96,0.0,0.296,65.38,1023.321
2016-12-21 11:00,13.81,32.93,44.38,0.0,0.298,66.32,1024.123
2016-12-21 10:00,13.94,31.27,38.24,0.01,0.269,66.72,1024.68
2016-12-21 09:00,13.98,26.26,66.92,0.0,0.402,66.85,1024.273
2016-12-21 08:00,13.99,23.21,74.03,0.0,0.402,66.92,1024.545
2016-12-21 07:00,13.99,22.85,77.08,0.0,0.402,67.18,1024.68
2016-12-21 06:00,13.99,22.97,82.1,0.0,0.402,66.98,1024.816
2016-12-21 05:00,13.99,21.75,79.05,0.0,0.402,67.25,1024.816
2016-12-21 04:00,13.99,21.14,86.1,0.0,1.136,67.25,1025.087
2016-12-21 03:00,13.99,21.02,84.9,0.0,1.136,67.25,1025.358
2016-12-21 02:00,13.99,21.38,82.9,0.0,1.136,67.58,1025.494
2016-12-21 01:00,13.98,20.41,88.3,0.0,1.136,67.65,1025.358
2016-12-21 00:00,13.97,20.16,91.5,0.0,1.069,67.58,1025.494
2016-12-20 23:00,13.96,20.53,91.2,0.0,1.003,67.38,1024.951
2016-12-20 22:00,13.95,21.14,92.9,0.0,1.069,67.65,1024.816
2016-12-20 21:00,13.93,22.6,92.0,0.0,1.069,67.78,1024.409
2016-12-20 20:00,13.92,24.68,88.7,0.0,1.07,68.05,1023.994
2016-12-20 19:00,13.92,23.09,91.6,0.0,1.07,67.92,1023.323
2016-12-20 18:00,13.92,24.55,80.9,0.0,1.071,68.13,1022.229
2016-12-20 17:00,13.91,24.19,85.3,0.0,1.07,68.19,1022.225
2016-12-20 16:00,13.9,23.81,88.7,0.0,1.077,68.35,1021.793
2016-12-20 15:00,13.89,24.3,91.7,0.0,1.08,68.44,1021.774
2016-12-20 14:00,13.87,24.66,90.9,0.0,1.084,68.52,1021.351
2016-12-20 13:00,13.87,24.66,92.1,0.01,1.085,68.73,1020.803
2016-12-20 12:00,13.85,25.39,92.3,0.0,1.085,68.73,1020.531
2016-12-20 11:00,13.84,25.63,94.3,0.03,1.085,68.99,1020.26
2016-12-20 10:00,13.79,26.35,95.0,0.05,0.965,68.73,1018.975
2016-12-20 09:00,13.78,31.71,94.6,0.05,0.496,68.52,1017.621
2016-12-20 08:00,13.76,33.54,95.7,0.08,0.433,69.13,1016.797
2016-12-20 07:00,13.75,34.76,95.9,0.18,0.3,68.87,1016.386
2016-12-20 06:00,13.76,35.12,96.4,0.21,0.3,69.27,1015.573
2016-12-20 05:00,13.76,34.51,96.8,0.37,6.5,70.07,1015.437
2016-12-20 04:00,13.77,34.51,96.1,0.44,6.566,70.47,1015.302
2016-12-20 03:00,13.78,33.67,98.4,0.42,6.363,71.11,1015.19
2016-12-20 02:00,13.78,32.32,97.6,0.39,6.163,48.0,1014.912
2016-12-20 01:00,13.78,33.18,97.3,0.32,6.099,24.0,1014.912
2016-12-20 00:00,13.82,32.44,100.0,0.21,0.0,0.0,782.1038
2016-12-19 23:00,13.78,32.2,97.4,0.11,5.098,69.52,1016.128
2016-12-19 22:00,13.78,31.96,97.0,0.07,4.295,68.11,1016.807
2016-12-19 21:00,13.78,31.95,96.8,0.05,4.298,68.72,1017.746
2016-12-19 20:00,13.78,32.32,96.8,0.03,4.231,69.12,1018.165
2016-12-19 19:00,13.78,32.44,96.9,0.01,4.232,69.13,1018.842
2016-12-19 18:00,13.78,32.2,97.2,0.02,4.229,69.31,1019.257
2016-12-19 17:00,13.78,32.08,97.5,0.03,4.298,69.52,1019.243
2016-12-19 16:00,13.78,32.32,97.4,0.04,4.297,69.38,1019.375
2016-12-19 15:00,13.78,31.96,97.2,0.04,4.43,69.78,1019.386
2016-12-19 14:00,13.78,31.83,97.6,0.06,4.429,69.98,1019.792
2016-12-19 13:00,13.8,31.23,97.4,0.07,4.564,69.92,1019.531
2016-12-19 12:00,13.81,30.62,97.3,0.07,4.027,68.44,1019.943
2016-12-19 11:00,13.83,30.02,96.9,0.14,3.819,69.26,1019.989
2016-12-19 10:00,13.85,28.93,96.4,0.1,3.419,69.19,1019.312
2016-12-19 09:00,13.87,27.46,96.2,0.12,2.085,68.13,1018.363
2016-12-19 08:00,13.89,26.01,95.5,0.1,1.679,67.83,1017.848
2016-12-19 07:00,13.91,23.69,93.6,0.06,0.543,64.95,1017.318
2016-12-19 06:00,13.9,23.32,88.5,0.0,0.211,66.29,1016.909
2016-12-19 05:00,13.89,25.51,65.67,0.0,0.284,66.12,1016.601
2016-12-19 04:00,13.89,26.12,60.45,0.0,0.218,66.06,1017.414
2016-12-19 03:00,13.89,27.1,53.74,0.0,0.284,66.26,1017.956
2016-12-19 02:00,13.9,26.98,53.0,0.0,0.283,66.39,1018.648
2016-12-19 01:00,13.9,26.74,57.35,0.0,0.21,66.29,1018.945
2016-12-19 00:00,13.92,25.9,66.17,0.0,0.269,66.65,1019.792
2016-12-18 23:00,13.93,24.43,65.9,0.0,0.202,65.98,1020.612
2016-12-18 22:00,13.93,24.43,70.37,0.0,0.269,66.18,1020.883
2016-12-18 21:00,13.93,23.21,76.14,0.0,0.202,66.45,1021.155
2016-12-18 20:00,13.93,22.12,85.3,0.0,0.335,66.65,1021.561
2016-12-18 19:00,13.91,22.73,86.3,0.0,0.336,66.65,1021.968
2016-12-18 18:00,13.89,22.96,88.6,0.0,0.209,66.75,1021.929
2016-12-18 17:00,13.88,22.84,84.4,0.0,0.211,66.76,1022.197
2016-12-18 16:00,13.85,24.9,86.2,0.0,0.218,66.79,1022.294
2016-12-18 15:00,13.85,26.49,84.4,0.0,0.084,66.66,1022.565
2016-12-18 14:00,13.84,27.83,80.6,0.0,0.151,66.26,1022.7
2016-12-18 13:00,13.84,28.93,77.6,0.0,0.151,66.26,1022.836
2016-12-18 12:00,13.87,28.19,74.48,0.0,0.018,65.52,1023.514
2016-12-18 11:00,13.92,26.75,77.08,0.0,0.136,66.05,1024.0
2016-12-18 10:00,13.99,24.07,84.3,0.0,0.135,66.72,1024.138
2016-12-18 09:00,14.05,20.67,83.8,0.0,0.253,67.24,1023.677
2016-12-18 08:00,14.07,17.38,87.0,0.0,0.32,67.51,1023.542
2016-12-18 07:00,14.08,16.77,85.9,0.0,0.32,67.71,1023.135
2016-12-18 06:00,14.09,16.28,86.3,0.0,0.453,67.24,1022.999
2016-12-18 05:00,14.1,14.58,87.7,0.0,0.445,67.6,1022.905
2016-12-18 04:00,14.11,13.6,87.2,0.0,0.31,67.6,1023.036
2016-12-18 03:00,14.11,13.24,86.0,0.0,0.304,67.7,1023.216
2016-12-18 02:00,14.11,12.39,88.6,0.0,0.371,67.97,1023.08
2016-12-18 01:00,14.09,12.37,88.4,0.0,0.453,67.84,1022.592
2016-12-18 00:00,14.08,14.08,90.6,0.0,0.386,67.78,1022.321
2016-12-17 23:00,14.07,13.84,88.7,0.0,0.32,67.64,1022.05
2016-12-17 22:00,14.07,14.57,90.3,0.0,0.32,67.31,1021.643
2016-12-17 21:00,14.07,13.59,89.3,0.0,0.253,67.24,1021.236
2016-12-17 20:00,14.06,12.61,88.9,0.0,0.253,67.71,1020.829
2016-12-17 19:00,14.03,14.57,87.7,0.0,0.12,67.58,1020.693
2016-12-17 18:00,14.02,15.54,90.7,0.0,0.325,66.4,1019.993
2016-12-17 17:00,14.01,16.26,90.8,0.0,0.135,67.58,1019.392
2016-12-17 16:00,13.99,17.72,88.9,0.0,0.269,67.85,1019.121
2016-12-17 15:00,13.99,17.72,87.5,0.0,0.202,67.78,1018.307
